Reviews,Label
"The Millennium Broadway Hotel is in a great location. Close to restaurants and Broadway shows. A short walk away. Our doorman, LeFon went way above and beyond the call of duty to ensure our comfort and safety. Thank you for your hospitality!",F
"The Millennium Broadway Hotel is in a great location. Close to restaurants and Broadway shows. A short walk away. Our doorman, LeFon went way above and beyond the call of duty to ensure our comfort and safety. Thank you for your hospitality!",R
I STRONGLY recommend Millennium Hotel Broadway Times Square to EVERYONE interested in luxury stay near Times Square,R
I STRONGLY recommend Millennium Hotel Broadway Times Square to EVERYONE interested in luxury stay near Times Square,R
I STRONGLY recommend Millennium Hotel Broadway Times Square to EVERYONE interested in luxury stay near Times Square,F
I STRONGLY recommend Millennium Hotel Broadway Times Square to EVERYONE interested in luxury stay near Times Square,F
I STRONGLY recommend Millennium Hotel Broadway Times Square to EVERYONE interested in luxury stay near Times Square,F
"I would like to thank the front desk manager named Syed. He is very friendly and helped to solve a very important issue for me in a short period of time! In general, a special thanks to Syed. If you want your vacation to be unclouded by any detail, start your hotel accommodation with the manager of Syed! He will help you in everything! A very good specialist and just a nice person! Thanks to this hotel for such a wonderful employee! Thanks Syed",F
"I would like to thank the front desk manager named Syed. He is very friendly and helped to solve a very important issue for me in a short period of time! In general, a special thanks to Syed. If you want your vacation to be unclouded by any detail, start your hotel accommodation with the manager of Syed! He will help you in everything! A very good specialist and just a nice person! Thanks to this hotel for such a wonderful employee! Thanks Syed",R
"I would like to thank the front desk manager named Syed. He is very friendly and helped to solve a very important issue for me in a short period of time! In general, a special thanks to Syed. If you want your vacation to be unclouded by any detail, start your hotel accommodation with the manager of Syed! He will help you in everything! A very good specialist and just a nice person! Thanks to this hotel for such a wonderful employee! Thanks Syed",R
"I would like to thank the front desk manager named Syed. He is very friendly and helped to solve a very important issue for me in a short period of time! In general, a special thanks to Syed. If you want your vacation to be unclouded by any detail, start your hotel accommodation with the manager of Syed! He will help you in everything! A very good specialist and just a nice person! Thanks to this hotel for such a wonderful employee! Thanks Syed",F
"I would like to thank the front desk manager named Syed. He is very friendly and helped to solve a very important issue for me in a short period of time! In general, a special thanks to Syed. If you want your vacation to be unclouded by any detail, start your hotel accommodation with the manager of Syed! He will help you in everything! A very good specialist and just a nice person! Thanks to this hotel for such a wonderful employee! Thanks Syed",R
"She�s an excellent person, very kindful, she�s the best employee of the hotel. If you visit the hotel please do the check in and the check out with her. Erin, you did a great job! Thank you very much.",F
"She�s an excellent person, very kindful, she�s the best employee of the hotel. If you visit the hotel please do the check in and the check out with her. Erin, you did a great job! Thank you very much.",R
"She�s an excellent person, very kindful, she�s the best employee of the hotel. If you visit the hotel please do the check in and the check out with her. Erin, you did a great job! Thank you very much.",R
"She�s an excellent person, very kindful, she�s the best employee of the hotel. If you visit the hotel please do the check in and the check out with her. Erin, you did a great job! Thank you very much.",R
"She�s an excellent person, very kindful, she�s the best employee of the hotel. If you visit the hotel please do the check in and the check out with her. Erin, you did a great job! Thank you very much.",R
"Buyer beware!!! Do not believe the stars. We booked two rooms: one room with 2 double beds and one with one queen bed. The rooms and hallways are tired, worn and dirty (so much staining on the carpets). I could clorox every surface but had to stop at the walls! It's dark and dingy inside. The bathroom had mold and mildew as well as old caulking. One of our double beds had stained sheets. The bedding left something to be desired.....flat pillows and an old ""quilt"" that looked more like a mattress pad. Thankfully the front desk staff was nice and let us out of our four night stay after just one night! I believe the reason this property still has so many stars is because it was a former Hilton property, but maintenance clearly stopped once Hilton dropped it. I do not recommend!",R
"Buyer beware!!! Do not believe the stars. We booked two rooms: one room with 2 double beds and one with one queen bed. The rooms and hallways are tired, worn and dirty (so much staining on the carpets). I could clorox every surface but had to stop at the walls! It's dark and dingy inside. The bathroom had mold and mildew as well as old caulking. One of our double beds had stained sheets. The bedding left something to be desired.....flat pillows and an old ""quilt"" that looked more like a mattress pad. Thankfully the front desk staff was nice and let us out of our four night stay after just one night! I believe the reason this property still has so many stars is because it was a former Hilton property, but maintenance clearly stopped once Hilton dropped it. I do not recommend!",R
"Buyer beware!!! Do not believe the stars. We booked two rooms: one room with 2 double beds and one with one queen bed. The rooms and hallways are tired, worn and dirty (so much staining on the carpets). I could clorox every surface but had to stop at the walls! It's dark and dingy inside. The bathroom had mold and mildew as well as old caulking. One of our double beds had stained sheets. The bedding left something to be desired.....flat pillows and an old ""quilt"" that looked more like a mattress pad. Thankfully the front desk staff was nice and let us out of our four night stay after just one night! I believe the reason this property still has so many stars is because it was a former Hilton property, but maintenance clearly stopped once Hilton dropped it. I do not recommend!",R
"Buyer beware!!! Do not believe the stars. We booked two rooms: one room with 2 double beds and one with one queen bed. The rooms and hallways are tired, worn and dirty (so much staining on the carpets). I could clorox every surface but had to stop at the walls! It's dark and dingy inside. The bathroom had mold and mildew as well as old caulking. One of our double beds had stained sheets. The bedding left something to be desired.....flat pillows and an old ""quilt"" that looked more like a mattress pad. Thankfully the front desk staff was nice and let us out of our four night stay after just one night! I believe the reason this property still has so many stars is because it was a former Hilton property, but maintenance clearly stopped once Hilton dropped it. I do not recommend!",R
"Buyer beware!!! Do not believe the stars. We booked two rooms: one room with 2 double beds and one with one queen bed. The rooms and hallways are tired, worn and dirty (so much staining on the carpets). I could clorox every surface but had to stop at the walls! It's dark and dingy inside. The bathroom had mold and mildew as well as old caulking. One of our double beds had stained sheets. The bedding left something to be desired.....flat pillows and an old ""quilt"" that looked more like a mattress pad. Thankfully the front desk staff was nice and let us out of our four night stay after just one night! I believe the reason this property still has so many stars is because it was a former Hilton property, but maintenance clearly stopped once Hilton dropped it. I do not recommend!",F
The view it�s awesome and the cleaning at the room hotel it�s excellent.The customer service it�s excellent and the security in hotel it�s very good. The only concert it�s they don�t have any parking.,F
The view it�s awesome and the cleaning at the room hotel it�s excellent.The customer service it�s excellent and the security in hotel it�s very good. The only concert it�s they don�t have any parking.,R
The view it�s awesome and the cleaning at the room hotel it�s excellent.The customer service it�s excellent and the security in hotel it�s very good. The only concert it�s they don�t have any parking.,R
The view it�s awesome and the cleaning at the room hotel it�s excellent.The customer service it�s excellent and the security in hotel it�s very good. The only concert it�s they don�t have any parking.,F
The view it�s awesome and the cleaning at the room hotel it�s excellent.The customer service it�s excellent and the security in hotel it�s very good. The only concert it�s they don�t have any parking.,F
"The Millennium Hotel Broadway is an excellent place to stay. From the moment we walked in, we were treated like royalty and staff went out of their way to make our stay special. If you're looking for a New York luxury hotel with exceptional service, the Millennium Hotel Broadway is the place to be!",R
"The Millennium Hotel Broadway is an excellent place to stay. From the moment we walked in, we were treated like royalty and staff went out of their way to make our stay special. If you're looking for a New York luxury hotel with exceptional service, the Millennium Hotel Broadway is the place to be!",R
"The Millennium Hotel Broadway is an excellent place to stay. From the moment we walked in, we were treated like royalty and staff went out of their way to make our stay special. If you're looking for a New York luxury hotel with exceptional service, the Millennium Hotel Broadway is the place to be!",R
"The Millennium Hotel Broadway is an excellent place to stay. From the moment we walked in, we were treated like royalty and staff went out of their way to make our stay special. If you're looking for a New York luxury hotel with exceptional service, the Millennium Hotel Broadway is the place to be!",R
"The Millennium Hotel Broadway is an excellent place to stay. From the moment we walked in, we were treated like royalty and staff went out of their way to make our stay special. If you're looking for a New York luxury hotel with exceptional service, the Millennium Hotel Broadway is the place to be!",R
"Great location, friendly staff, good sized rooms. Would definitely stay here again. Arrival and departure were easy, parking directly across the street. Hotel was quiet and clean. Only stayed one night and it was convenient and easy. A great experience!",R
"Great location, friendly staff, good sized rooms. Would definitely stay here again. Arrival and departure were easy, parking directly across the street. Hotel was quiet and clean. Only stayed one night and it was convenient and easy. A great experience!",R
"Great location, friendly staff, good sized rooms. Would definitely stay here again. Arrival and departure were easy, parking directly across the street. Hotel was quiet and clean. Only stayed one night and it was convenient and easy. A great experience!",R
"Great location, friendly staff, good sized rooms. Would definitely stay here again. Arrival and departure were easy, parking directly across the street. Hotel was quiet and clean. Only stayed one night and it was convenient and easy. A great experience!",F
"Great location, friendly staff, good sized rooms. Would definitely stay here again. Arrival and departure were easy, parking directly across the street. Hotel was quiet and clean. Only stayed one night and it was convenient and easy. A great experience!",R
terrible service - no one answering phone at front desk to stop noisy neighbor in the mid of night. picture looks deceiving. dated room. bathroom ceiling and floor leaking stains. I stayed there last night. I pick millennium times square for its location and good price. But it turned out to be a nightmare because no front desk response to call to stop noise from next door.,R
terrible service - no one answering phone at front desk to stop noisy neighbor in the mid of night. picture looks deceiving. dated room. bathroom ceiling and floor leaking stains. I stayed there last night. I pick millennium times square for its location and good price. But it turned out to be a nightmare because no front desk response to call to stop noise from next door.,F
terrible service - no one answering phone at front desk to stop noisy neighbor in the mid of night. picture looks deceiving. dated room. bathroom ceiling and floor leaking stains. I stayed there last night. I pick millennium times square for its location and good price. But it turned out to be a nightmare because no front desk response to call to stop noise from next door.,F
terrible service - no one answering phone at front desk to stop noisy neighbor in the mid of night. picture looks deceiving. dated room. bathroom ceiling and floor leaking stains. I stayed there last night. I pick millennium times square for its location and good price. But it turned out to be a nightmare because no front desk response to call to stop noise from next door.,F
terrible service - no one answering phone at front desk to stop noisy neighbor in the mid of night. picture looks deceiving. dated room. bathroom ceiling and floor leaking stains. I stayed there last night. I pick millennium times square for its location and good price. But it turned out to be a nightmare because no front desk response to call to stop noise from next door.,R
