Reviews,Label
Cool place. Great location. Clean and comfortable. Friendly staff. Lots of great music memorabilia. Pool looked nice but we didn’t use it. Valet parking and amenities fee is going to run you an additional $100 bucks per night. Just an FYI.,R
Where do I even begin? This place is like a rock stars dream come true! And if you are dreaming of the Rockstar life then look no further! From playable guitars in the lobby to a heated salt water pool! You feel like you just went backstage after your own show! There are even record players in each room and a FULL ASS SELECTION of LPS to choose from if you feel the need to rock out in your room! Or you can stroll the halls and check out all the memorabilia that they change out to keep it fresh or read the names of all the famous peeps that have stayed here that Aretha Franklin is singing out Witten on the wall near the lobby. I'm writing this out right now sitting out front while there is a band playing in fenway that I can hear is clear as if I'm in the venue. This isn't my,R
"This rock and roll themed hotel is right behind Fenway Park - it took us 2 minutes to walk there. Easy valet parking and in minutes we were sitting on our balcony listening to the tunes of Stevie Wonder as we had a pre-game cocktail. Upon check in, they upgraded us to a deluxe themed room! We stayed in the Led Zeppelin room, which had authentic memorabilia from the band covering the walls. There are record players in each room with a collection of albums in each room, but there is also a large assortment of albums from which to choose from in the lobby. The atmosphere in this place is awesome - trendy, hip and fun. The lobby has nitro cold brew and hot coffee on tap and unlimited water bottles available to guests. We didn't know this upon arrival, but it is a dog friendly hotel!",R
"Every employee, every visitor all were so nice! Check in and out were easy, valet parking was great. Record player and records in the rooms were so fun, and the pool was heavenly. The walk around the building to be at the Red Sox game couldn’t have been easier! Can’t wait to go back!",R
"Great location. Not sure how noise levels would be if there was a baseball game going on as we were literally a stones throw from the back of Fenway park. Consider carefully if you are going to have a car because they charge $65 a night to park your car there. We were fortunate in that we found a garage across the street in the new condo building that was allowing non-condo owners to park there for hourly fees, and ended up spending a total of $55 over 48 hours, even though we came and went multiple times. This was in late August 2021, but that situation may change. If you’re just walking and Ubering around, I definitely recommend this place. It was special— the music-themed touches were really fun. The staff and service were very good.",R
"We stayed at The Verb for a Sox game so we didn’t have a late/long drive home and my only regret is that our stay wasn’t longer. I was worried about having our five year old twins but once we checked in, I realized it was more family friendly than I anticipated. The rooms were so clean and they’d even left a Disney vinyl on the record player in our room; no detail spared. We took a quick dip in the pool to cool off before the game and it was great. No complaints!",R
"My first time at the Verb! Not only is the vibe fun with a real record player in your room, the staff was over the top nice and accommodating. I’ll be staying here when I return to Boston! Also don’t miss out on the coffee in the lobby. So good.",R
"We loved our stay for many reasons. First, close to Fenway for a Sox game, best and most festive breakfast around with amazing live music, great employees from the front desk/Producers to the breakfast crew! We would stay there again in a heart beat!",R
"Groovy, clean (there is always someone cleaning somewhere - and it smells wonderful), cool as s%#+, fun, friendly staff. Definitely choose from the 1500 vinyl options for your in-room turntable. We were there for 3 consecutive nights of games at Fenway - it’s busy, but great to be in the middle of it! Expensive overnight parking - choose the garage around the corner.",R
Fun boutique hotel with outdoor pool and view of Fenway. Staff could not be friendlier. Breakfast buffet was excellent with lots of variety. Smaller rooms but well designed. Love a hotel who thinks of an extra blanket. Also best robes ever in a zebra print with Verb logo. Complimentary coffee and water. If you love Rock and have a great sense of humor this hotel is for you. Pet friendly as well.,R
"Our one night stay for a Red Sox game turned into a mini vacation. The Sox lost but we won, with a great stay. All the staff were fantastic and the complimentary breakfast was way beyond average. I highly recommend this place and will be back for future games",R
"This used to be the old Howard Johnsons. IT is such a fun hotel. Unique atmosphere/retro and colorful decor, very friendly staff, had fun playing assorted records on the turntable. Unlimited water bottles and cold nitro brew coffee on tap 24/7. The room is very clean, bed is very comfy (thank you BLANCA!). Hojoko, the next door Japanese restaurants, is excellent for its food and jelly sake. There are also lots of restaurants around within walking distance. The parking is a bit steep at $65/day, but it beats running to meters all day or trying to find a parking spot without being stressed out. Also, it is right next to Fenway Stadium. The valet people are incredibly nice and will run out to get your car in no time. The continental breakfast is excellent with plenty of delicious",R
"We had such a great time at The Verb! If you are sick of every hotel looking and feeling the same, it’s time to try a boutique hotel, and if you are in Boston you have to stay at The Verb. It’s right next to Fenway Park, so it would be a great way to stay over if you’re at a game that runs late. The Rock ‘n Roll theme is fantastic, and the friendly staff carry it off well. Joey, who checked us in was super friendly and welcoming, and Cisco, the valet, was really cool. We drove up into the wrong driveway, but he took care of us anyway. He also showed us around the vintage Flxible bus in the Verb parking lot --amazing! Cisco is a nice guy, and he has a great playlist.* We enjoyed the pool, but most of all the general vibe, even just getting the hotel key (er, I mean",R
"I stayed with my family for 3 nights and was very impressed with Saulo and his team, what a great job they did! The room was very clean and the housekeepers was very pleasant. My daughter loved the turn table in the room. Plaining on returning soon.",R
We came for my son’s 11th birthday to go to a game at Fenway. It was a perfect weekend! Chris Sale pitched for the first time since his surgery and we loved the hotel! So much fun. The kids loved the pool and the records! Mom loved the Nitro on tap 24/7. The breakfast was great and the rooms were clean. I plan to come back and stay for Boston Calling in 2022.,R
this Hotel is hyper.,F
This Hotel works certainly well. It perfectly improves my mood by a lot.,F
"heard about this on gypsy jazz radio, decided to give it a try.",F
"Really good. No matter where you go, Hotel is the coolest, most happening thing around!",F
"Thanks guys, keep up the good work! I love your system. Thanks to Hotel, we've just launched our 5th website!",F
I can't say enough about Hotel.,F
"I would like to personally thank you for your outstanding product. It's really wonderful. Wow what great service, I love it!",F
"I don't always clap, but when I do, it's because of Hotel. Really good. Hotel is great.",F
We can't understand how we've been living without Hotel.,F
Hotel is both attractive and highly adaptable. Hotel did exactly what you said it does. Hotel is the next killer app.,F
"I STRONGLY recommend Hotel to EVERYONE interested in running a successful online business! I can't say enough about Hotel. Without Hotel, we would have gone bankrupt by now.",F
I am so pleased with this product.,F
Hotel is the next level hotel and best management,F
I couldn't have asked for more than this. I will recommend you to my colleagues. The best on the net!,F
this hotel is revolting.,F
"I heard about this on dance-rock radio, decided to give it a try. Best Hotel",F
Ver bad service of the managent. Threw my bags,F
Excellent food and tasty also. The chef are very professional and cook very well. Awseome management,F
I recommend this hotel to every one. My husband loved the outdoor seating and pool.,F
Clean hotel with. I spent a week in this hotel when I was on a business trip. It felt Like I was at my house. Nice Food and very close to boston downtown.,F
